event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-01-01 00:34:35 UTC,view,5743974,1487580013053083824,stationery.cartrige,italwax,1.98,595418733,f2bba423-600f-491d-92e8-975dc3a4b311
2020-01-01 00:36:16 UTC,view,5743974,1487580013053083824,stationery.cartrige,italwax,1.98,595418733,f2bba423-600f-491d-92e8-975dc3a4b311
2020-01-01 00:44:22 UTC,cart,5856191,1487580006350586771,appliances.environment.vacuum,runail,24.44,530095744,5f9a463e-c3d3-4879-8237-cc88f3225a6f
2020-01-01 01:16:00 UTC,view,5885596,1487580006350586771,appliances.environment.vacuum,polarus,102.38,459117441,9ea2e135-cbcc-4c79-897b-cd1db49b27c7
2020-01-01 01:25:02 UTC,cart,5824195,2007399943458784057,apparel.glove,domix,0.94,310843802,e3d3613c-44b4-4a60-8781-d94ad09a1a2a
2020-01-01 01:26:04 UTC,view,5885592,1487580006350586771,appliances.environment.vacuum,polarus,59.52,231166811,3a4885c8-eed1-4f81-93a4-8934e6659ce7
2020-01-01 01:55:19 UTC,view,5856193,2193074740619379535,furniture.living_room.cabinet,runail,82.54,542094936,43cbf4d6-6650-4b1a-b4dd-0abf2c910ab3
2020-01-01 02:05:18 UTC,view,5854574,1487580006350586771,appliances.environment.vacuum,jessnail,21.43,575961087,5581429a-6a67-4fb3-bd64-9cec04d40055
2020-01-01 02:22:03 UTC,view,5830789,1487580010695884882,accessories.bag,vosev,62.7,591426627,9857f406-90b9-48a6-a820-bc2ad7301fe0
2020-01-01 03:35:12 UTC,view,5809118,1487580008070251489,appliances.personal.hair_cutter,jaguar,89.16,450855234,22770e7a-19d0-4368-bfe6-3182efcfd95c
2020-01-01 03:53:19 UTC,cart,5766983,1487580013053083824,stationery.cartrige,italwax,2.14,595442596,bbe4011e-b744-411b-93e9-a2049bd9f8bf
2020-01-01 04:33:37 UTC,cart,5901858,2007399943458784057,apparel.glove,benovy,5.62,474354201,5dd053ae-df03-4cf1-96eb-dbb0497e0a5e
2020-01-01 04:43:35 UTC,view,5856192,1487580006350586771,appliances.environment.vacuum,runail,24.44,595450114,a5b57402-dba8-4e86-833b-37a970fd835a
2020-01-01 05:13:10 UTC,view,5855507,1487580006350586771,appliances.environment.vacuum,max,79.21,473934988,b9d6ad00-9067-4866-b0d7-f72d12fa9df6
2020-01-01 05:13:53 UTC,view,5877459,1487580006350586771,appliances.environment.vacuum,jessnail,21.43,473934988,b9d6ad00-9067-4866-b0d7-f72d12fa9df6
2020-01-01 05:17:34 UTC,view,5746848,2193074740686488401,furniture.bathroom.bath,irisk,54.76,593687917,c1808b88-78c8-48c3-8c0c-fb8056a9e08c
2020-01-01 05:18:11 UTC,view,5746846,2193074740686488401,furniture.bathroom.bath,irisk,52.7,593687917,c1808b88-78c8-48c3-8c0c-fb8056a9e08c
2020-01-01 05:20:17 UTC,view,5856184,2193074740686488401,furniture.bathroom.bath,runail,46.43,593687917,c1808b88-78c8-48c3-8c0c-fb8056a9e08c
2020-01-01 05:22:47 UTC,view,5877529,2193074740686488401,furniture.bathroom.bath,jessnail,126.83,593687917,c1808b88-78c8-48c3-8c0c-fb8056a9e08c
2020-01-01 05:27:02 UTC,view,5885593,1487580006350586771,appliances.environment.vacuum,polarus,59.52,460511653,5c40dd22-7483-4ec6-b69d-2e5a084d9e80
2020-01-01 05:33:44 UTC,view,5732026,1487580011970953351,furniture.bathroom.bath,domix,4.16,580012101,47d810ef-ab02-42fe-8af5-c014624c1268
2020-01-01 05:46:41 UTC,view,5854573,1487580006350586771,appliances.environment.vacuum,jessnail,46.83,594996124,4601989e-34bd-453b-abf4-931d387a580e
2020-01-01 05:48:37 UTC,view,5395,1487580006350586771,appliances.environment.vacuum,runail,30.95,588440825,1c2263d3-fc6e-4f3c-a230-b5dac84ac077
2020-01-01 05:50:21 UTC,view,5854573,1487580006350586771,appliances.environment.vacuum,jessnail,46.83,588440825,1c2263d3-fc6e-4f3c-a230-b5dac84ac077
2020-01-01 05:51:24 UTC,view,5884579,1487580006350586771,appliances.environment.vacuum,max,63.33,588440825,1c2263d3-fc6e-4f3c-a230-b5dac84ac077
2020-01-01 05:56:27 UTC,view,5766980,1487580013053083824,stationery.cartrige,italwax,1.98,579711299,abf9383a-97c9-4142-a6ec-cee337651b91
2020-01-01 06:26:21 UTC,view,5743974,1487580013053083824,stationery.cartrige,italwax,1.98,595130350,2769ea1d-86b8-4096-a65d-94b164052c51
2020-01-01 06:26:46 UTC,view,5809118,1487580008070251489,appliances.personal.hair_cutter,jaguar,89.16,541314277,744a5c5d-bdb5-4f5d-9811-531ca56189b3
2020-01-01 06:35:35 UTC,view,5830789,1487580010695884882,accessories.bag,vosev,62.7,595470601,50a3de80-e32e-4eb1-bb2a-4da02d50fe0e
2020-01-01 06:55:34 UTC,view,5885589,1487580006350586771,appliances.environment.vacuum,polarus,79.21,572226011,121ee763-bcad-48f3-a9f1-a2a0f07537cd
2020-01-01 07:06:42 UTC,view,5856191,1487580006350586771,appliances.environment.vacuum,runail,24.44,345084651,356920b7-612b-4882-8c14-e7581aa92b3e
2020-01-01 07:07:26 UTC,view,5854574,1487580006350586771,appliances.environment.vacuum,jessnail,21.43,345084651,356920b7-612b-4882-8c14-e7581aa92b3e
2020-01-01 07:07:55 UTC,view,5810084,1487580006350586771,appliances.environment.vacuum,irisk,24.6,345084651,356920b7-612b-4882-8c14-e7581aa92b3e
2020-01-01 07:09:04 UTC,view,5395,1487580006350586771,appliances.environment.vacuum,runail,30.95,345084651,356920b7-612b-4882-8c14-e7581aa92b3e
2020-01-01 07:10:16 UTC,view,5855508,1487580006350586771,appliances.environment.vacuum,max,95.08,567802194,b0527587-3efb-45ed-b4a4-36cd010a9d46
2020-01-01 07:10:22 UTC,view,5855507,1487580006350586771,appliances.environment.vacuum,max,79.21,567802194,b0527587-3efb-45ed-b4a4-36cd010a9d46
2020-01-01 07:10:26 UTC,view,5861760,1487580006350586771,appliances.environment.vacuum,emil,71.43,524434368,0e115060-1d87-41fb-8f76-0599e5687148
2020-01-01 07:11:03 UTC,cart,5911195,2007399943458784057,apparel.glove,benovy,5.4,590023058,c561a953-a23c-4deb-a7b6-08361c4c8d4c
2020-01-01 07:11:40 UTC,view,5861761,1487580006350586771,appliances.environment.vacuum,emil,48.41,524434368,0e115060-1d87-41fb-8f76-0599e5687148
2020-01-01 07:12:39 UTC,view,5867188,1487580006350586771,appliances.environment.vacuum,emil,55.56,524434368,0e115060-1d87-41fb-8f76-0599e5687148
2020-01-01 07:13:27 UTC,view,5861760,1487580006350586771,appliances.environment.vacuum,emil,71.43,524434368,0e115060-1d87-41fb-8f76-0599e5687148
2020-01-01 07:14:54 UTC,cart,5873430,2007399943458784057,apparel.glove,benovy,7.46,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:15:36 UTC,view,5855507,1487580006350586771,appliances.environment.vacuum,max,79.21,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:15:42 UTC,view,5809118,1487580008070251489,appliances.personal.hair_cutter,jaguar,89.16,595479291,f41b8d67-a380-4eaf-bda0-9a1f709dfc76
2020-01-01 07:15:46 UTC,cart,5901859,2007399943458784057,apparel.glove,benovy,5.62,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:17:24 UTC,view,5901859,2007399943458784057,apparel.glove,benovy,5.62,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:17:47 UTC,remove_from_cart,5873430,2007399943458784057,apparel.glove,benovy,7.46,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:17:47 UTC,remove_from_cart,5873430,2007399943458784057,apparel.glove,benovy,7.46,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:17:48 UTC,remove_from_cart,5901859,2007399943458784057,apparel.glove,benovy,5.62,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:18:00 UTC,view,5884577,1487580006350586771,appliances.environment.vacuum,max,47.46,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:18:49 UTC,view,5855507,1487580006350586771,appliances.environment.vacuum,max,79.21,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:19:02 UTC,cart,5873430,2007399943458784057,apparel.glove,benovy,7.46,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:19:06 UTC,cart,5873432,2007399943458784057,apparel.glove,benovy,5.57,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:19:23 UTC,remove_from_cart,5873432,2007399943458784057,apparel.glove,benovy,5.57,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:19:23 UTC,remove_from_cart,5873432,2007399943458784057,apparel.glove,benovy,5.57,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:19:26 UTC,view,5823935,1487580006350586771,appliances.environment.vacuum,polarus,53.81,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:20:45 UTC,view,5854573,1487580006350586771,appliances.environment.vacuum,jessnail,46.83,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:21:34 UTC,view,5884577,1487580006350586771,appliances.environment.vacuum,max,47.46,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:21:44 UTC,remove_from_cart,5854573,1487580006350586771,appliances.environment.vacuum,jessnail,46.83,528844139,0ae4d60e-8c20-463b-9b61-bf365c48a7ea
2020-01-01 07:21:44 UTC,remove_from_cart,5854573,1487580006350586771,appliances.environment.vacuum,jessnail,46.83,528844139,0ae4d60e-8c20-463b-9b61-bf365c48a7ea
2020-01-01 07:22:51 UTC,view,5884580,1487580006350586771,appliances.environment.vacuum,max,63.33,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:23:08 UTC,view,5855507,1487580006350586771,appliances.environment.vacuum,max,79.21,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:25:46 UTC,purchase,5873430,2007399943458784057,apparel.glove,benovy,7.46,593011583,e59c6f03-eec2-4a7e-9bd3-d8da273c6553
2020-01-01 07:26:43 UTC,view,5884580,1487580006350586771,appliances.environment.vacuum,max,63.33,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:27:07 UTC,view,5885586,1487580006350586771,appliances.environment.vacuum,polarus,68.1,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:27:52 UTC,purchase,5911195,2007399943458784057,apparel.glove,benovy,5.4,590023058,c561a953-a23c-4deb-a7b6-08361c4c8d4c
2020-01-01 07:29:21 UTC,view,5885586,1487580006350586771,appliances.environment.vacuum,polarus,68.1,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:29:51 UTC,view,5855510,1487580006350586771,appliances.environment.vacuum,max,95.08,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:30:48 UTC,view,5855510,1487580006350586771,appliances.environment.vacuum,max,95.08,567802194,ab64b3f6-f018-4ce2-b4c4-209b6dc3c26c
2020-01-01 07:31:15 UTC,view,5861767,1487580006350586771,appliances.environment.vacuum,emil,1.75,595482772,a1632e0f-6707-4486-bb11-cbf38f45ff54
2020-01-01 07:42:57 UTC,view,5901988,2007399943458784057,apparel.glove,benovy,7.16,595485448,e303a6e7-0bbd-45a4-b84c-480a97b92d4b
2020-01-01 07:43:47 UTC,view,5901988,2007399943458784057,apparel.glove,benovy,7.16,595485448,a40e4b3d-36c0-4377-80c3-cde5150435e1
2020-01-01 07:44:06 UTC,view,5901855,2007399943458784057,apparel.glove,benovy,5.49,595485448,fb0ceade-057b-477c-b32c-1fd5acd0b24a
2020-01-01 07:45:15 UTC,view,5861760,1487580006350586771,appliances.environment.vacuum,emil,71.43,424233821,52777fc5-3110-4fb3-a375-6463a0b78b5a
2020-01-01 08:14:54 UTC,view,5753706,1487580013053083824,stationery.cartrige,yoko,2.44,493966112,a7b80e84-4194-4289-9aa3-51496cb194ea
2020-01-01 08:14:59 UTC,cart,5753706,1487580013053083824,stationery.cartrige,yoko,2.44,493966112,a7b80e84-4194-4289-9aa3-51496cb194ea
2020-01-01 08:15:32 UTC,cart,5753706,1487580013053083824,stationery.cartrige,yoko,2.44,493966112,a7b80e84-4194-4289-9aa3-51496cb194ea
2020-01-01 08:16:08 UTC,purchase,5753706,1487580013053083824,stationery.cartrige,yoko,2.44,493966112,a7b80e84-4194-4289-9aa3-51496cb194ea
2020-01-01 08:22:09 UTC,cart,5749198,1487580013053083824,stationery.cartrige,italwax,1.98,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:22:20 UTC,cart,5788781,1487580013053083824,stationery.cartrige,italwax,1.98,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:22:44 UTC,cart,5767494,1487580013053083824,stationery.cartrige,italwax,2.14,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:23:03 UTC,cart,5766981,1487580013053083824,stationery.cartrige,italwax,1.98,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:24:24 UTC,cart,5820598,1487580013053083824,stationery.cartrige,yoko,2.17,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:26:17 UTC,view,5884578,1487580006350586771,appliances.environment.vacuum,max,63.33,556855533,9a996d66-a3f4-443a-98f9-0acca8a3be44
2020-01-01 08:27:34 UTC,view,5885592,1487580006350586771,appliances.environment.vacuum,polarus,59.52,474706524,f8d21a39-ea68-4a4f-9843-ce9405443a36
2020-01-01 08:28:42 UTC,remove_from_cart,5766981,1487580013053083824,stationery.cartrige,italwax,1.98,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:28:44 UTC,view,5824088,1487580006350586771,appliances.environment.vacuum,polarus,70.63,474706524,f4b62c8d-7cff-4073-a2c5-e5145c4506bb
2020-01-01 08:37:13 UTC,view,5901987,2007399943458784057,apparel.glove,benovy,7.16,521676191,d1e52bb0-9277-4a47-97bd-d09e8bdf85ad
2020-01-01 08:37:46 UTC,purchase,5749198,1487580013053083824,stationery.cartrige,italwax,1.98,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:37:46 UTC,purchase,5767494,1487580013053083824,stationery.cartrige,italwax,2.14,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:37:46 UTC,purchase,5788781,1487580013053083824,stationery.cartrige,italwax,1.98,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:37:46 UTC,purchase,5820598,1487580013053083824,stationery.cartrige,yoko,2.17,595482877,d3ec7952-3c80-4b4d-b02a-bd84e1769be7
2020-01-01 08:38:28 UTC,view,5901870,2007399943458784057,apparel.glove,benovy,7.46,521676191,d1e52bb0-9277-4a47-97bd-d09e8bdf85ad
2020-01-01 08:43:08 UTC,view,5885589,1487580006350586771,appliances.environment.vacuum,polarus,79.21,572226011,121ee763-bcad-48f3-a9f1-a2a0f07537cd
2020-01-01 08:48:02 UTC,view,5901870,2007399943458784057,apparel.glove,benovy,7.46,568501190,96974957-4157-42fa-974b-57679ca0e6ae
2020-01-01 08:48:55 UTC,cart,5901861,2007399943458784057,apparel.glove,benovy,6.35,568501190,96974957-4157-42fa-974b-57679ca0e6ae
2020-01-01 08:50:16 UTC,view,5901858,2007399943458784057,apparel.glove,benovy,5.62,568501190,96974957-4157-42fa-974b-57679ca0e6ae
2020-01-01 08:54:00 UTC,view,5395,1487580006350586771,appliances.environment.vacuum,runail,30.95,345084651,88f470fe-77bc-482c-9baf-764e9a28d767
2020-01-01 08:54:55 UTC,view,5885592,1487580006350586771,appliances.environment.vacuum,polarus,59.52,319776856,e820c90c-9934-4dac-99ee-e802ae5eb0bd
